Title,Location,Price,Bedrooms,Bathrooms,Features,URL,Created_Date,Street,Kapanewon,Kabupaten,Province
"jakal km 8, tanah dekat ugm murah","jl kaliurang, jl ringroad utara, sleman,yogyakarta, kraton, yogyakarta, di yogyakarta",5000000,,,"220 m² (tanah), rp 22.727 per m²",https://www.rumah.com/listing-properti/dijual-jakal-km-8-tanah-dekat-ugm-murah-oleh-rere-novia-22079319,20230812_093203,N/A,kraton,sleman,diy
"tanah shm siap bangun di jongke, palagan, jogja","palagan, sendangadi, mlati, sleman, yogyakarta, kraton, yogyakarta, di yogyakarta",509600000,,,"104 m² (tanah), rp 4.900.000 per m²",https://www.rumah.com/listing-properti/dijual-tanah-shm-siap-bangun-di-jongke-palagan-jogja-oleh-mualifin-22079300,20230812_093203,N/A,kraton,sleman,diy
"area jongke, palagan tanah dijual tepi aspal","palagan, sendangadi, mlati, sleman, yogyakarta, kraton, yogyakarta, di yogyakarta",548800000,,,"112 m² (tanah), rp 4.900.000 per m²",https://www.rumah.com/listing-properti/dijual-area-jongke-palagan-tanah-dijual-tepi-aspal-oleh-arif-setiawan-22079304,20230812_093203,N/A,kraton,sleman,diy
"selatan rs queen latifa, tanah murah jogja dijual","jl jogja wates, jl kawasan industri, kulonprogo, wates, kulon progo, di yogyakarta",179200000,,,"128 m² (tanah), rp 1.400.000 per m²",https://www.rumah.com/listing-properti/dijual-selatan-rs-queen-latifa-tanah-murah-jogja-dijual-oleh-rere-novia-22079299,20230812_093203,N/A,wates,kulon progo,diy
rumah minimalis termurah 5 menit dari lotte mart maguwoharjo sleman,"depok, sleman, di yogyakarta",790000000,3.0,2.0,"3  2 , 70 m², rp 7.745.098 per m²",https://www.rumah.com/listing-properti/dijual-rumah-minimalis-termurah-5-menit-dari-lotte-mart-maguwoharjo-sleman-oleh-elma-ismiyati-22079295,20230812_093203,N/A,depok,sleman,diy
tanah dijual dekat pemda sleman 400 meter dari spbu gito gati,"jl rejodani 1, ngaglik, sleman, di yogyakarta",3870000,3.0,3.0,"3  3 , 110 m², rp 16.826 per m²",https://www.rumah.com/listing-properti/dijual-tanah-dijual-dekat-pemda-sleman-400-meter-dari-spbu-gito-gati-oleh-imam-22079297,20230812_093203,N/A,ngaglik,sleman,diy
"dekat exit toll sentolo, tanah murah jogja","jl jogja wates, jl kawasan industri, kulonprogo, bantul, bantul, di yogyakarta",179200000,,,"128 m² (tanah), rp 1.400.000 per m²",https://www.rumah.com/listing-properti/dijual-dekat-exit-toll-sentolo-tanah-murah-jogja-oleh-rere-novia-22079293,20230812_093203,N/A,kulonprogo,bantul,diy
"10 menit exit toll jogja, tanah murah sentolo","jl jogja wates, jl kawasan industri, kulonprogo, sleman, sleman, di yogyakarta",179200000,,,"128 m² (tanah), rp 1.400.000 per m²",https://www.rumah.com/listing-properti/dijual-10-menit-exit-toll-jogja-tanah-murah-sentolo-oleh-rere-novia-22079290,20230812_093203,N/A,kulonprogo,sleman,diy
"dekat exit sentolo, tanah dijual jogja murah","jl jogja wates, jl kawasan industri, kulonprogo, kraton, yogyakarta, di yogyakarta",179200000,,,"128 m² (tanah), rp 1.400.000 per m²",https://www.rumah.com/listing-properti/dijual-dekat-exit-sentolo-tanah-dijual-jogja-murah-oleh-rere-novia-22079285,20230812_093203,N/A,kraton,yogyakarta,diy
"jual tanah jogja 90 jt, legalias shm","nanggulan, wates, sleman, mlati,depok, wirobrajan, yogyakarta, di yogyakarta",90000000,,,"120 m² (tanah), rp 750.000 per m²",https://www.rumah.com/listing-properti/dijual-jual-tanah-jogja-90-jt-legalias-shm-oleh-razaldy-gibran-pratama-22079271,20230812_093203,N/A,wirobrajan,sleman,diy
"tanah pekarangan area godean, sleman","godean, sidokarto, godean, sleman, yogyakarta, kraton, yogyakarta, di yogyakarta",384200000,,,"113 m² (tanah), rp 3.400.000 per m²",https://www.rumah.com/listing-properti/dijual-tanah-pekarangan-area-godean-sleman-oleh-mualifin-22079258,20230812_093203,N/A,kraton,sleman,diy
"tanah pekarangan dekat jl godean, jogja","godean, sidokarto, godean, sleman, yogyakarta, kraton, yogyakarta, di yogyakarta",377400000,,,"111 m² (tanah), rp 3.400.000 per m²",https://www.rumah.com/listing-properti/dijual-tanah-pekarangan-dekat-jl-godean-jogja-oleh-arif-setiawan-22079257,20230812_093203,N/A,kraton,sleman,diy
dijual rumah super luas di purwomartani kalasan sleman,"kalasan, sleman, di yogyakarta",975000000,2.0,2.0,"2  2 , 120 m², rp 4.949.239 per m²",https://www.rumah.com/listing-properti/dijual-dijual-rumah-super-luas-di-purwomartani-kalasan-sleman-oleh-khairunnnas-21939704,20230812_093203,N/A,kalasan,sleman,diy
rumah dijual di ngagklik sleman dekat kampus ugm,"jalan damai, ngaglik, sleman, di yogyakarta",1400000000,3.0,2.0,"3  2 , 120 m², rp 12.727.273 per m²",https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-ngagklik-sleman-dekat-kampus-ugm-oleh-khairunnnas-21826060,20230812_093203,jalan damai,ngaglik,sleman,diy
"utara bandara yia, tanah dijual jogja murah","jl jogja wates, jl klepu siluwok, kulonprogo, bantul, bantul, di yogyakarta",2000000,,,"133 m² (tanah), rp 15.038 per m²",https://www.rumah.com/listing-properti/dijual-utara-bandara-yia-tanah-dijual-jogja-murah-oleh-rere-novia-22079166,20230812_093203,N/A,kulonprogo,bantul,diy
500 jt-an tanah utara ugm,"jl. kaliurang 7, sleman, yogyakarta, ngaglik, sleman, di yogyakarta",585000000,,,"130 m² (tanah), rp 4.500.000 per m²",https://www.rumah.com/listing-properti/dijual-500-jt-an-tanah-utara-ugm-oleh-muhammad-ismail-22079263,20230812_093203,jl. kaliurang 7,ngaglik,sleman,diy
tana dekat mesjid quba abdurahman palagan sleman,"rejodani 1, ngaglik, sleman, di yogyakarta",3900000,3.0,4.0,"3  4 , 409 m² (tanah), rp 9.535 per m²",https://www.rumah.com/listing-properti/dijual-tana-dekat-mesjid-quba-abdurahman-palagan-sleman-oleh-imam-21619398,20230812_093203,N/A,ngaglik,sleman,diy
rumah bangunjiwo  padat perumahan dekat malioboro,"gg. sadewa, kalirandu, bangunjiwo, kasihan, bantul, di yogyakarta",594000000,2.0,1.0,"2  1 , 40 m², rp 4.950.000 per m²",https://www.rumah.com/listing-properti/dijual-rumah-bangunjiwo-padat-perumahan-dekat-malioboro-oleh-imam-20637399,20230812_093203,N/A,kasihan,bantul,diy
selatan kampus umy jogja  : kavling untuk perumahan,"jl ngentak kaliarandu, kasihan, bantul, di yogyakarta",2500000,,,"120 m² (tanah), rp 20.833 per m²",https://www.rumah.com/listing-properti/dijual-selatan-kampus-umy-jogja-kavling-untuk-perumahan-oleh-imam-21661304,20230812_093203,N/A,kasihan,bantul,diy
di jual villa  dengan kolam renang pribadi di jalan palagan sleman,"jalan palagan km 9 sleman yogyakarta, sleman, sleman, di yogyakarta",2350000000,3.0,4.0,"3  4 , 130 m², rp 5.745.721 per m²",https://www.rumah.com/listing-properti/dijual-di-jual-villa-dengan-kolam-renang-pribadi-di-jalan-palagan-sleman-oleh-imam-20879513,20230812_093203,jalan palagan km 9 sleman yogyakarta,N/A,sleman,diy
"kost mewah dengan kolam renang pribadi premium: yang pertama di jakal km 14.5, dekat ui","jl. kaliurang no.km. 14,5,, ngemplak, sleman, di yogyakarta",2984650000,10.0,10.0,"10  10 , 186 m², rp 14.078.538 per m²",https://www.rumah.com/listing-properti/dijual-kost-mewah-dengan-kolam-renang-pribadi-premium-yang-pertama-di-jakal-km-14-5-dekat-ui-oleh-imam-21385459,20230812_093203,jl. kaliurang no.km. 14,ngemplak,sleman,diy
kost dengan kolam renang pribadi di jakal km 14.5: tempat beristirahat yang sempurna dekat uii,"jl. kaliurang no.km. 14,5,, ngemplak, sleman, di yogyakarta",2984780000,10.0,10.0,"10  10 , 184 m², rp 14.079.151 per m²",https://www.rumah.com/listing-properti/dijual-kost-dengan-kolam-renang-pribadi-di-jakal-km-14-5-tempat-beristirahat-yang-sempurna-dekat-uii-oleh-imam-21385466,20230812_093203,jl. kaliurang no.km. 14,ngemplak,sleman,diy
"rumah cluster gamping dekat rs pku , shm ready cicilan 3 jutaan","jl. watu langkah, gamping, sleman, di yogyakarta",767000000,3.0,2.0,"3  2 , 75 m², rp 8.617.978 per m²",https://www.rumah.com/listing-properti/dijual-rumah-cluster-gamping-dekat-rs-pku-shm-ready-cicilan-3-jutaan-oleh-imam-21773758,20230812_093203,jl. watu langkah,gamping,sleman,diy
rumah kolam renang jl jogja solo american style selatan aau,"jl berbah sleman, berbah, sleman, di yogyakarta",1635000000,3.0,2.0,"3  2 , 100 m², rp 11.762.590 per m²",https://www.rumah.com/listing-properti/dijual-rumah-kolam-renang-jl-jogja-solo-american-style-selatan-aau-oleh-imam-21877189,20230812_093203,N/A,berbah,sleman,diy
rumah 2 lantai dengan kolam pribadi dekat jalan kaliurang,"jl jetis, ngaglik, sleman, di yogyakarta",2337000000,4.0,3.0,"4  3 , 110 m², rp 9.902.542 per m²",https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-dengan-kolam-pribadi-dekat-jalan-kaliurang-oleh-imam-22042336,20230812_093203,N/A,ngaglik,sleman,diy
tanah mangku aspal di utara jl jogja-solo,"purwomartani, kalasan, sleman, yogyakarta, kraton, yogyakarta, di yogyakarta",627900000,,,"161 m² (tanah), rp 3.900.000 per m²",https://www.rumah.com/listing-properti/dijual-tanah-mangku-aspal-di-utara-jl-jogja-solo-oleh-mualifin-22079190,20230812_093203,N/A,kraton,sleman,diy
rumah dalam cluster di berbah,"jalan yogya solo, berbah, sleman, di yogyakarta",1224000000,3.0,3.0,"3  3 , 100 m², rp 12.118.812 per m²",https://www.rumah.com/listing-properti/dijual-rumah-dalam-cluster-di-berbah-oleh-imam-ali-22079228,20230812_093203,jalan yogya solo,berbah,sleman,diy
tanah mangku aspal dekat kampus ukrim yogyakarta,"purwomartani, kalasan, sleman, yogyakarta, kraton, yogyakarta, di yogyakarta",828000000,,,"184 m² (tanah), rp 4.500.000 per m²",https://www.rumah.com/listing-properti/dijual-tanah-mangku-aspal-dekat-kampus-ukrim-yogyakarta-oleh-arif-setiawan-22079188,20230812_093203,N/A,kraton,sleman,diy
tanah kapling ready shm sleman dekat wisata gamplong,"jl moyudan sleman, moyudan, sleman, di yogyakarta",180000000,,,"106 m² (tanah), rp 1.698.113 per m²",https://www.rumah.com/listing-properti/dijual-tanah-kapling-ready-shm-sleman-dekat-wisata-gamplong-oleh-rudi-22079192,20230812_093203,N/A,moyudan,sleman,diy
d'paningroem kost akses simpangan di sleman belakang kampus uii,"jl kaliurang km 14 sleman, ngaglik, sleman, di yogyakarta",2932000000,10.0,10.0,"10  10 , 179 m², rp 13.895.735 per m²",https://www.rumah.com/listing-properti/dijual-d-paningroem-kost-akses-simpangan-di-sleman-belakang-kampus-uii-oleh-imam-ali-22078675,20230812_093203,N/A,ngaglik,sleman,diy
rumah cantik harga murah 12 menit dari stadion maguwoharjo sleman,"ngemplak, sleman, di yogyakarta",535000000,3.0,1.0,"3  1 , 50 m², rp 6.524.390 per m²",https://www.rumah.com/listing-properti/dijual-rumah-cantik-harga-murah-12-menit-dari-stadion-maguwoharjo-sleman-oleh-elma-ismiyati-22079206,20230812_093203,N/A,ngemplak,sleman,diy
tanah murah jalan moyudan sedayu 100m dari jalan utama,"jl moyudan sleman, moyudan, sleman, di yogyakarta",180000000,,,"106 m² (tanah), rp 1.698.113 per m²",https://www.rumah.com/listing-properti/dijual-tanah-murah-jalan-moyudan-sedayu-100m-dari-jalan-utama-oleh-rudi-22079204,20230812_093203,N/A,moyudan,sleman,diy
tanah dijual jalan lebar 5 m jalan moyudan sedayu jogja,"jl moyudan sleman, moyudan, sleman, di yogyakarta",180000000,,,"106 m² (tanah), rp 1.698.113 per m²",https://www.rumah.com/listing-properti/dijual-tanah-dijual-jalan-lebar-5-m-jalan-moyudan-sedayu-jogja-oleh-rudi-22079203,20230812_093203,N/A,moyudan,sleman,diy
tanah kapling depan wisata gamplong area luas sleman,"jl moyudan sleman, moyudan, sleman, di yogyakarta",180000000,,,"106 m² (tanah), rp 1.698.113 per m²",https://www.rumah.com/listing-properti/dijual-tanah-kapling-depan-wisata-gamplong-area-luas-sleman-oleh-rudi-22079194,20230812_093203,N/A,moyudan,sleman,diy
tanah 100m dari jalan utama dekat wisata gamplong sleman,"jl moyudan sleman, moyudan, sleman, di yogyakarta",180000000,,,"106 m² (tanah), rp 1.698.113 per m²",https://www.rumah.com/listing-properti/dijual-tanah-100m-dari-jalan-utama-dekat-wisata-gamplong-sleman-oleh-rudi-22079199,20230812_093203,N/A,moyudan,sleman,diy
10 menit pemda sleman 800 meter sleman city hall ( mall sch ),"jalan palagan km 9, mlati, sleman, yogyakarta, mlati, sleman, di yogyakarta",3800000,,,"139 m² (tanah), rp 27.338 per m²",https://www.rumah.com/listing-properti/dijual-10-menit-pemda-sleman-800-meter-sleman-city-hall-mall-sch-oleh-lingga-swardinata-22079148,20230812_093203,jalan palagan km 9,mlati,sleman,diy
tanah kulonprogo dekat jalan besar di jogja wates,"wates pengasih temon sleman kasihan, wates, kulon progo, di yogyakarta",132000000,,,"110 m² (tanah), rp 1.200.000 per m²",https://www.rumah.com/listing-properti/dijual-tanah-kulonprogo-dekat-jalan-besar-di-jogja-wates-oleh-razaldy-gibran-pratama-22079197,20230812_093203,N/A,wates,kulon progo,diy
tanah murah depok sleman utara amikom siap ajb,"candi gebang, depok, sleman yogyakarta, depok, sleman, di yogyakarta",781000000,,,"142 m² (tanah), rp 5.500.000 per m²",https://www.rumah.com/listing-properti/dijual-tanah-murah-depok-sleman-utara-amikom-siap-ajb-oleh-salsabillah-22019875,20230812_093203,N/A,depok,sleman,diy
tanah sleman condongcatur,"jl. garuda ganjuran manukan, condongcatur, depok, sleman, di yogyakarta",5800000,3.0,2.0,"3  2 , 113 m² (tanah), rp 51.327 per m²",https://www.rumah.com/listing-properti/dijual-tanah-sleman-condongcatur-oleh-jajang-sobandi-22042176,20230812_093203,jl. garuda ganjuran manukan,depok,sleman,diy
"kavling murh sleman, di trihanggo; lt 146, shmp","trihanggo, kec. gamping, sleman, yogyakarta, gamping, sleman, di yogyakarta",700800000,,,"146 m² (tanah), rp 4.800.000 per m²",https://www.rumah.com/listing-properti/dijual-kavling-murh-sleman-di-trihanggo-lt-146-shmp-oleh-salsabillah-21845870,20230812_093203,N/A,gamping,sleman,diy
"tanah murah dekat jogja kota, shm","jl ringroad utara gamping sleman yogyakarta, tegalrejo, yogyakarta, di yogyakarta",667200000,,,"139 m² (tanah), rp 4.800.000 per m²",https://www.rumah.com/listing-properti/dijual-tanah-murah-dekat-jogja-kota-shm-oleh-salsabillah-22021786,20230812_093203,N/A,tegalrejo,yogyakarta,diy
"tanah jogja kota, di trihanggo dekat uty jogja","jl ringroad utara gamping sleman yogyakarta, gamping, sleman, di yogyakarta",667200000,,,"139 m² (tanah), rp 4.800.000 per m²",https://www.rumah.com/listing-properti/dijual-tanah-jogja-kota-di-trihanggo-dekat-uty-jogja-oleh-salsabillah-22019978,20230812_093203,N/A,gamping,sleman,diy
tanah kavling murah,"jetis, wedomartani, ngemplak, sleman, yogyakarta, ngemplak, sleman, di yogyakarta",1204500000,,,"219 m² (tanah), rp 5.500.000 per m²",https://www.rumah.com/listing-properti/dijual-tanah-kavling-murah-oleh-salsabillah-21241989,20230812_093203,N/A,ngemplak,sleman,diy
"tanah mangku jl aspal, 5 menit ke bandara adisucipto","jl jogja- solo, mergangsan, yogyakarta, di yogyakarta",495300000,,,"127 m² (tanah), rp 3.900.000 per m²",https://www.rumah.com/listing-properti/dijual-tanah-mangku-jl-aspal-5-menit-ke-bandara-adisucipto-oleh-salsabillah-21749858,20230812_093203,N/A,mergangsan,yogyakarta,diy
utara kampus ugm jogja; langsung balik nama,"jl kaliurang ngaglik sleman yogyakarta, ngaglik, sleman, di yogyakarta",2029999999,,,"290 m² (tanah), rp 7.000.000 per m²",https://www.rumah.com/listing-properti/dijual-utara-kampus-ugm-jogja-langsung-balik-nama-oleh-salsabillah-21353715,20230812_093203,N/A,ngaglik,sleman,diy
tanah premium jogja siap ajb,"candi gebang, depok, sleman yogyakarta, depok, sleman, di yogyakarta",1626000000,,,"271 m² (tanah), rp 6.000.000 per m²",https://www.rumah.com/listing-properti/dijual-tanah-premium-jogja-siap-ajb-oleh-salsabillah-22021664,20230812_093203,N/A,depok,sleman,diy
jual tanah murah jl bener jogja kota timur mirota godean,"jl. petak baru bener, tegalrejo, yogyakarta, tegalrejo, yogyakarta, di yogyakarta",774200000,,,"158 m² (tanah), rp 4.900.000 per m²",https://www.rumah.com/listing-properti/dijual-jual-tanah-murah-jl-bener-jogja-kota-timur-mirota-godean-oleh-salsabillah-21987451,20230812_093203,jl. petak baru bener,tegalrejo,yogyakarta,diy
tanah murah di maguwoharjo jogja,"jl tajem depok sleman, depok, sleman, di yogyakarta",674700000,,,"173 m² (tanah), rp 3.900.000 per m²",https://www.rumah.com/listing-properti/dijual-tanah-murah-di-maguwoharjo-jogja-oleh-salsabillah-22019575,20230812_093203,N/A,depok,sleman,diy
shm; jual tanah blotan maguwoharjo kawasan pemukiman,"jl tajem depok sleman yogyakarta, depok, sleman, di yogyakarta",702000000,,,"180 m² (tanah), rp 3.900.000 per m²",https://www.rumah.com/listing-properti/dijual-shm-jual-tanah-blotan-maguwoharjo-kawasan-pemukiman-oleh-salsabillah-22052316,20230812_093203,N/A,depok,sleman,diy
"cocok investasi, tanah murah kulonprogo","jl jogja wates, jl klepu siluwok, kulonprogo, temon, kulon progo, di yogyakarta",2000000,,,"133 m² (tanah), rp 15.038 per m²",https://www.rumah.com/listing-properti/dijual-cocok-investasi-tanah-murah-kulonprogo-oleh-rere-novia-22079170,20230812_093203,N/A,temon,kulon progo,diy
"7 menit bandara yia, tanah cocok investasi","jl jogja wates, jl klepu siluwok, kulonprogo, sleman, sleman, di yogyakarta",2000000,,,"133 m² (tanah), rp 15.038 per m²",https://www.rumah.com/listing-properti/dijual-7-menit-bandara-yia-tanah-cocok-investasi-oleh-rere-novia-22079165,20230812_093203,N/A,kulonprogo,sleman,diy
"dekat bandara yia, tanah jogja murah","jl jogja wates, jl klepu siluwok, kulonprogo, gondokusuman, yogyakarta, di yogyakarta",2000000,,,"133 m² (tanah), rp 15.038 per m²",https://www.rumah.com/listing-properti/dijual-dekat-bandara-yia-tanah-jogja-murah-oleh-rere-novia-22079159,20230812_093203,N/A,gondokusuman,yogyakarta,diy
"barat kampus uii, tanah dijual jogja cocok caffe","jl pandanaran, jl kaliurang, sleman, yogyakarta, ngaglik, sleman, di yogyakarta",2800000,,,"264 m² (tanah), rp 10.606 per m²",https://www.rumah.com/listing-properti/dijual-barat-kampus-uii-tanah-dijual-jogja-cocok-caffe-oleh-rere-novia-22079124,20230812_093203,N/A,ngaglik,sleman,diy
luxury home dekat exit tol bokoharjo view sawah di jogja,"jl berbah sleman, berbah, sleman, di yogyakarta",1224000000,4.0,3.0,"4  3 , 100 m², rp 12.118.812 per m²",https://www.rumah.com/listing-properti/dijual-luxury-home-dekat-exit-tol-bokoharjo-view-sawah-di-jogja-oleh-galang-22079129,20230812_093203,N/A,berbah,sleman,diy
rumah kolam renang kalitirto berbah classic modern selatan aau,"jl berbah sleman, berbah, sleman, di yogyakarta",1224000000,4.0,3.0,"4  3 , 100 m², rp 12.118.812 per m²",https://www.rumah.com/listing-properti/dijual-rumah-kolam-renang-kalitirto-berbah-classic-modern-selatan-aau-oleh-galang-22079127,20230812_093203,N/A,berbah,sleman,diy
rumah kolam renang berbah sleman dekat ke ambarrukmo one gate system,"jl berbah sleman, berbah, sleman, di yogyakarta",1224000000,4.0,3.0,"4  3 , 100 m², rp 12.118.812 per m²",https://www.rumah.com/listing-properti/dijual-rumah-kolam-renang-berbah-sleman-dekat-ke-ambarrukmo-one-gate-system-oleh-galang-22079125,20230812_093203,N/A,berbah,sleman,diy
"dekat uii, tanah murah pandanaran shm","jl pandanaran, jl kaliurang, sleman, yogyakarta, gondokusuman, yogyakarta, di yogyakarta",2800000,,,"264 m² (tanah), rp 10.606 per m²",https://www.rumah.com/listing-properti/dijual-dekat-uii-tanah-murah-pandanaran-shm-oleh-rere-novia-22079120,20230812_093203,N/A,gondokusuman,sleman,diy
hunian private pool berbah jogja view sawah selatan aau,"jl berbah sleman, berbah, sleman, di yogyakarta",1224000000,4.0,3.0,"4  3 , 100 m², rp 12.118.812 per m²",https://www.rumah.com/listing-properti/dijual-hunian-private-pool-berbah-jogja-view-sawah-selatan-aau-oleh-galang-22079118,20230812_093203,N/A,berbah,sleman,diy
tanah janti sleman,"jl janti caturnunggal, sleman, sleman, di yogyakarta",713400000,4.0,4.0,"4  4 , 123 m² (tanah), rp 5.800.000 per m²",https://www.rumah.com/listing-properti/dijual-tanah-janti-sleman-oleh-jajang-sobandi-21697865,20230812_093203,N/A,jl janti caturnunggal,sleman,diy
tanah dijual dekat hotel marriot jogja,"condongcatur, depok, sleman, yogyakarta, kraton, yogyakarta, di yogyakarta",952000000,,,"119 m² (tanah), rp 8.000.000 per m²",https://www.rumah.com/listing-properti/dijual-tanah-dijual-dekat-hotel-marriot-jogja-oleh-mualifin-22079053,20230812_093203,N/A,kraton,sleman,diy
tanah dekat hotel marriot jogja,"condongcatur, depok, sleman, yogyakarta, kraton, yogyakarta, di yogyakarta",952000000,,,"119 m² (tanah), rp 8.000.000 per m²",https://www.rumah.com/listing-properti/dijual-tanah-dekat-hotel-marriot-jogja-oleh-arif-setiawan-22079052,20230812_093203,N/A,kraton,sleman,diy
beli tanah di jogjakarta kulonprogo untuk investasi,"banguncipto, wates pengasih wates, sleman, sleman, di yogyakarta",235000000,,,"157 m² (tanah), rp 1.496.815 per m²",https://www.rumah.com/listing-properti/dijual-beli-tanah-di-jogjakarta-kulonprogo-untuk-investasi-oleh-razaldy-gibran-pratama-22079107,20230812_093203,N/A,wates pengasih wates,sleman,diy
"7 menit pasar godean, tanah dijual sleman","jl godean, jl ringroad godean, sleman,yogyakarta, kraton, yogyakarta, di yogyakarta",3750000,,,"108 m² (tanah), rp 34.722 per m²",https://www.rumah.com/listing-properti/dijual-7-menit-pasar-godean-tanah-dijual-sleman-oleh-rere-novia-22079089,20230812_093203,N/A,kraton,sleman,diy
"3 menit pasar godean, tanah dijual jogja","jl godean, jl ringroad godean, sleman,yogyakarta, godean, sleman, di yogyakarta",3750000,,,"108 m² (tanah), rp 34.722 per m²",https://www.rumah.com/listing-properti/dijual-3-menit-pasar-godean-tanah-dijual-jogja-oleh-rere-novia-22079081,20230812_093203,N/A,godean,sleman,diy
kavling murah kulon progo yogyakarta,"giling, tuksono, sentolo, kulon progo, yogyakarta, sentolo, kulon progo, di yogyakarta",134400000,,,"112 m² (tanah), rp 1.200.000 per m²",https://www.rumah.com/listing-properti/dijual-kavling-murah-kulon-progo-yogyakarta-oleh-marshella-liem-22079096,20230812_093203,N/A,sentolo,kulon progo,diy
rumah 2 lantai 500 jutaan dalam perum elit di prambanan,"prambanan, sleman, di yogyakarta",551000000,2.0,1.0,"2  1 , 36 m², rp 6.333.333 per m²",https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-500-jutaan-dalam-perum-elit-di-prambanan-oleh-iqbal-22076261,20230812_093203,N/A,prambanan,sleman,diy
rumah mewah terbaik dengan lokasi startegis 14 menit dari ugm yogyakarta,"mlati, sleman, di yogyakarta",2889108000,4.0,4.0,"4  4 , 146 m², rp 26.264.618 per m²",https://www.rumah.com/listing-properti/dijual-rumah-mewah-terbaik-dengan-lokasi-startegis-14-menit-dari-ugm-yogyakarta-oleh-elma-ismiyati-22079091,20230812_093203,N/A,mlati,sleman,diy
"kavling kawasan investasi kos-kosan, termurah 3 jtan/m2: selatan uii","ngaglik, sleman, di yogyakarta",560750000,,,"153 m² (tanah), rp 3.665.033 per m²",https://www.rumah.com/listing-properti/dijual-kavling-kawasan-investasi-kos-kosan-termurah-3-jtan-m2-selatan-uii-oleh-teguh-22079046,20230812_093203,N/A,ngaglik,sleman,diy
kaliurang town house,". jl. kaliurang, sleman, sleman, di yogyakarta",1800000000,3.0,2.0,"3  2 , 100 m², rp 11.111.111 per m²",https://www.rumah.com/listing-properti/dijual-kaliurang-town-house-oleh-aryo-nugroho-22079066,20230812_093203,. jl. kaliurang,N/A,sleman,diy
green hills,". jl. kapten haryadi, ngaglik, sleman, di yogyakarta",988000000,3.0,2.0,"3  2 , 80 m², rp 6.721.088 per m²",https://www.rumah.com/listing-properti/dijual-green-hills-oleh-aryo-nugroho-22079033,20230812_093203,. jl. kapten haryadi,ngaglik,sleman,diy
jual tanah shm pekarangan jl wates km 14,"kedundang, temon, kulon progo, yogyakarta, temon, kulon progo, di yogyakarta",1068000000,,,"267 m² (tanah), rp 4.000.000 per m²",https://www.rumah.com/listing-properti/dijual-jual-tanah-shm-pekarangan-jl-wates-km-14-oleh-marshella-liem-22079030,20230812_093203,N/A,temon,kulon progo,diy
tanah di jogja daerah sentolo dekat tol sudah shm,"jl. sentolo kulonprogo yogyakarta, mergangsan, yogyakarta, di yogyakarta",174800000,,,"158 m² (tanah), rp 1.106.329 per m²",https://www.rumah.com/listing-properti/dijual-tanah-di-jogja-daerah-sentolo-dekat-tol-sudah-shm-oleh-razaldy-gibran-pratama-22079025,20230812_093203,jl. sentolo kulonprogo yogyakarta,mergangsan,yogyakarta,diy
puri kelapa gading,". jl. gabuh, sleman, sleman, di yogyakarta",2200000000,4.0,2.0,"4  2 , 250 m², rp 12.222.222 per m²",https://www.rumah.com/listing-properti/dijual-puri-kelapa-gading-oleh-aryo-nugroho-22079008,20230812_093203,. jl. gabuh,N/A,sleman,diy
[menoreh view] kaplingan tanah di kulon progo cocok untuk investasi[menoreh view] kaplingan tanah di,"jl. raya kaligesing, krikil, pendoworejo,, girimulyo, kulon progo, di yogyakarta",445200000,,,"149 m² (tanah), rp 2.987.919 per m²",https://www.rumah.com/listing-properti/dijual-menoreh-view-kaplingan-tanah-di-kulon-progo-cocok-untuk-investasi-menoreh-view-kaplingan-tanah-di-oleh-siska-nurdiana-21098959,20230812_093203,jl. raya kaligesing,girimulyo,kulon progo,diy
"5 menit sleman city hall, tanah pekarang jogja, shm","jl gito gati, sleman, sleman, di yogyakarta",570000000,,,"150 m² (tanah), rp 3.800.000 per m²",https://www.rumah.com/listing-properti/dijual-5-menit-sleman-city-hall-tanah-pekarang-jogja-shm-oleh-siska-nurdiana-21775357,20230812_093203,N/A,jl gito gati,sleman,diy
kos ekslusif belakang kampus uii yogyakarta,"kota yogyakarta, daerah istimewa yogyakarta 67371, ngaglik, sleman, di yogyakarta",1400000000,10.0,10.0,"10  10 , 125 m², rp 11.200.000 per m²",https://www.rumah.com/listing-properti/dijual-kos-ekslusif-belakang-kampus-uii-yogyakarta-oleh-siska-nurdiana-21210609,20230812_093203,N/A,ngaglik,sleman,diy
"kavling gamping, dekat rs pku gamping","jl sedayu, sedayu, bantul, di yogyakarta",165000000,,,"150 m² (tanah), rp 1.100.000 per m²",https://www.rumah.com/listing-properti/dijual-kavling-gamping-dekat-rs-pku-gamping-oleh-siska-nurdiana-21779401,20230812_093203,N/A,sedayu,bantul,diy
10 menit uii tanah harga terjangaku siap bangun,"sleman, sleman, di yogyakarta",441000000,,,"147 m² (tanah), rp 3.000.000 per m²",https://www.rumah.com/listing-properti/dijual-10-menit-uii-tanah-harga-terjangaku-siap-bangun-oleh-siska-nurdiana-21823536,20230812_093203,N/A,N/A,sleman,diy
